ear_left,ear_right,ear_mean,ear_asymmetry,mar,mouth_width,mouth_height,corner_lift_left,corner_lift_right,corner_asymmetry,com_mej_left,com_mej_right,com_mej_mean,com_mej_asymmetry,brow_h_left,brow_h_right,brow_h_mean,ba,brow_angle_left,brow_angle_right,nose_width,philtrum_len,nasolabial_mean,d_0_1,d_0_2,d_0_3,d_0_4,d_0_5,d_0_6,d_0_7,d_0_8,d_0_9,d_1_2,d_1_3,d_1_4,d_1_5,d_1_6,d_1_7,d_1_8,d_1_9,d_2_3,d_2_4,d_2_5,d_2_6,d_2_7,d_2_8,d_2_9,d_3_4,d_3_5,d_3_6,d_3_7,d_3_8,d_3_9,d_4_5,d_4_6,d_4_7,d_4_8,d_4_9,d_5_6,d_5_7,d_5_8,d_5_9,d_6_7,d_6_8,d_6_9,d_7_8,d_7_9,d_8_9,label
0.4522726,0.3305422,0.3914074,0.1217304,0.0200475,0.9790415,0.0196273,-0.0101839,0.0403539,0.0505378,1.1827878,1.1559029,1.1693453,0.0268849,0.8883285,0.8193773,0.8538529,0.0689512,1.1444496,1.5353116,0.5339078,0.6035129,0.4205687,1.0,0.8883285,0.52871,0.8568979,1.287942,0.8148419,0.996569,1.7777735,1.0010078,0.494131,0.8193773,0.8772777,0.8389411,1.2909271,1.0277933,1.0044545,1.7705092,0.4684435,0.8303723,1.223031,1.4127431,1.2242916,1.4511718,1.8052895,0.7953435,1.3761544,1.2153969,1.1922662,1.7505885,1.4869263,0.9014383,0.8814958,0.6035129,1.7816317,1.7559875,0.9790415,0.5551185,1.1827878,1.8509063,0.5192701,1.8714582,1.1559029,1.6386307,1.5911563,2.1421194,alegria
0.5044534,0.3765865,0.4405199,0.1278669,0.0094179,0.8287187,0.0078048,0.0062711,0.0294777,0.0232066,1.2110247,1.2721264,1.2415756,0.0611018,0.8943149,0.844113,0.8692139,0.0502018,1.0604542,1.5367227,0.5500709,0.6594168,0.4387997,1.0,0.8943149,0.5294594,0.8942853,1.3655826,0.9818723,1.1302279,1.756308,0.9841965,0.5232598,0.844113,0.8617793,0.9892772,1.3172591,1.0899628,1.0163643,1.7419089,0.4806865,0.8546518,1.3785932,1.5014621,1.3394296,1.5107596,1.8003562,0.8761446,1.5162342,1.3633907,1.3508209,1.7795833,1.4674643,0.8938186,0.8846617,0.6594168,1.7126143,1.7446519,0.8287187,0.4391386,1.2110247,1.842019,0.4671905,1.7622617,1.2721264,1.5503901,1.6373806,2.0602749,alegria
0.3836739,0.1298592,0.2567665,0.2538147,0.0707693,0.8775017,0.0621002,0.0069091,0.0134836,0.0065745,1.2961603,1.2765086,1.2863344,0.0196516,0.8334917,0.8735109,0.8535013,0.0400192,1.4278189,1.2758928,0.5347255,0.660306,0.4822467,1.0,0.8334917,0.5088237,0.873434,1.4131359,1.02191,1.1318807,1.7980228,0.9487166,0.5161522,0.8735109,0.8945996,1.0077509,1.3481903,1.105476,1.0060067,1.7121234,0.4664452,0.8879413,1.407085,1.5095478,1.3430619,1.4638698,1.6942909,0.8929678,1.5773057,1.4030414,1.3699929,1.7970781,1.4054821,0.9561449,0.8848009,0.660306,1.7863,1.687338,0.8775017,0.5030125,1.2961603,1.8624993,0.4567899,1.8900698,1.2765086,1.6642043,1.6105849,2.1266018,alegria
0.5233636,0.3925375,0.4579506,0.1308261,0.0937804,0.641621,0.0601715,0.0319641,-0.0191688,0.051133,1.1978948,1.2733945,1.2356446,0.0754997,0.8399115,0.8628974,0.8514044,0.0229859,1.4874842,1.2324343,0.4815192,0.5754202,0.3636756,1.0,0.8399115,0.4829515,0.918878,1.3520688,1.0100819,1.1176088,1.8046013,0.9634423,0.5254968,0.8628974,0.8271614,0.8599686,1.0977675,0.9251751,1.0186446,1.6803288,0.4711292,0.8081503,1.263025,1.3079314,1.1783121,1.5002506,1.7289577,0.8448203,1.4353956,1.2547249,1.2370119,1.8084099,1.4359349,0.8526571,0.7413703,0.5754202,1.7324642,1.6706415,0.641621,0.4006823,1.1978948,1.7269831,0.334407,1.652206,1.2733945,1.5151311,1.5477825,2.0722855,alegria
0.4954402,0.3572479,0.426344,0.1381923,0.0436218,0.9579578,0.0417878,0.0324662,0.0211169,0.0113492,1.299129,1.2961217,1.2976254,0.0030073,0.9074557,0.8726146,0.8900352,0.0348411,1.4350164,1.3033577,0.5533893,0.6111213,0.4290455,1.0,0.9074557,0.5616221,0.9613776,1.3893698,0.9808601,1.149666,1.7756273,1.0330785,0.5544112,0.8726146,0.9526304,1.0016476,1.3963332,1.1799027,1.0080395,1.8140227,0.4829299,1.06799,1.4673662,1.6140001,1.4855619,1.4730934,1.8446683,1.0260717,1.5843716,1.4285163,1.4385163,1.7906166,1.5297748,0.8826729,0.8797281,0.6111213,1.805668,1.8348032,0.9579578,0.5490797,1.299129,1.9409682,0.5028967,1.9426811,1.2961217,1.7333283,1.7048607,2.1801459,alegria
0.4470153,0.3030607,0.375038,0.1439546,0.2694704,0.6078627,0.163801,0.1060929,-0.107543,0.2136359,1.3307112,1.4015432,1.3661272,0.0708321,0.8955252,0.8043437,0.8499344,0.0911815,0.8806606,0.352863,0.4528717,0.5729389,0.4175059,1.0,0.8955252,0.5049165,0.94814,1.3304261,0.9723537,1.0838704,1.6899242,0.8771454,0.4472046,0.8043437,0.779685,0.9918888,1.1702311,0.9789178,0.9051049,1.6464426,0.4972029,0.8095652,1.3208167,1.3600137,1.2036636,1.2851712,1.6490429,0.8771294,1.4514517,1.2685636,1.2364168,1.6130669,1.3005329,0.8084484,0.8068251,0.5729389,1.5899423,1.7487432,0.6078627,0.3519656,1.3307112,1.8284837,0.365106,1.6747967,1.4015432,1.5223507,1.6571095,1.9897393,alegria
0.469501,0.3161541,0.3928275,0.1533469,0.076735,1.2020418,0.0922386,0.070778,0.0627627,0.0080153,1.1291087,1.1842977,1.1567032,0.055189,0.9250619,0.8658965,0.8954792,0.0591654,1.350682,1.3433595,0.5936884,0.7128375,0.5290464,1.0,0.9250619,0.5759014,0.998612,1.4907808,0.9850754,1.2277247,1.785629,1.1797256,0.5526263,0.8658965,0.8879412,0.9850541,1.4568186,1.1544708,1.0557438,1.9612338,0.4843035,0.9509219,1.4694279,1.6666407,1.4696892,1.5545509,2.0472847,0.98004,1.6460124,1.4709255,1.4792897,1.8364865,1.7184971,1.0151563,1.1106071,0.7128375,1.7794244,2.0034735,1.2020418,0.6217006,1.1291087,2.1012853,0.7337702,1.9251432,1.1842977,1.6398591,1.8357619,2.2658623,alegria
0.412409,0.2094996,0.3109543,0.2029094,0.1927942,0.9606292,0.1852037,0.0359529,0.0201699,0.0157829,1.2523391,1.1866445,1.2194918,0.0656946,0.9510312,0.8047849,0.8779081,0.1462463,1.188371,1.4658651,0.5421884,0.6978326,0.5281401,1.0,0.9510312,0.5886663,0.8067207,1.3258709,1.0077578,1.0440023,1.7492946,1.0174909,0.5018512,0.8047849,0.9117095,1.0921377,1.5378412,1.2095269,1.0144337,1.7859061,0.4772105,0.9165528,1.4701737,1.7188182,1.4444845,1.4874612,1.8759421,0.8349941,1.5419219,1.501654,1.3629331,1.7583188,1.5479865,0.9578325,1.0213265,0.6978326,1.7387273,1.7091183,0.9606292,0.5161471,1.2523391,1.8038265,0.5327898,1.9396442,1.1866445,1.6425933,1.5485688,2.1027985,alegria
0.4154961,0.2207002,0.3180981,0.194796,0.2035804,0.8886746,0.1809168,0.021792,0.039396,0.017604,1.2800948,1.2938921,1.2869935,0.0137974,0.8769043,0.7940266,0.8354655,0.0828777,1.236339,1.4208265,0.5283947,0.662456,0.4839929,1.0,0.8769043,0.5256477,0.9149525,1.3715799,0.9931306,1.1151013,1.7584802,1.0589812,0.4732144,0.7940266,0.8876012,1.0204438,1.386732,1.1239451,1.0032214,1.8443674,0.4496017,0.8374745,1.3503225,1.512951,1.3051606,1.4476649,1.869299,0.8255812,1.4692613,1.3511379,1.2854986,1.7290506,1.557296,0.9193786,0.9537404,0.662456,1.7509444,1.8428768,0.8886746,0.4801695,1.2800948,1.9239682,0.5064684,1.868165,1.2938921,1.6388985,1.6948735,2.1830425,alegria
0.3749291,0.2230017,0.2989654,0.1519274,0.2177274,0.8536533,0.1858637,-0.0148726,-0.0260356,0.011163,1.507788,1.5096924,1.5087402,0.0019045,0.8770313,0.878276,0.8776537,0.0012447,1.4407625,1.4018026,0.5214663,0.5540506,0.4731261,1.0,0.8770313,0.5690218,0.947674,1.3704689,1.0230247,1.0751566,1.8627077,1.0676799,0.5712897,0.878276,0.9619345,1.0031433,1.3715942,1.0765002,1.0579304,1.8598983,0.4452257,0.977426,1.4228364,1.5648758,1.3218832,1.5348165,1.8521234,0.9751693,1.5547337,1.4428252,1.3236619,1.8424284,1.5460192,0.874744,0.8737322,0.5540506,1.9358648,1.9215857,0.8536533,0.4852329,1.507788,2.0650409,0.476374,2.0675169,1.5096924,1.8262495,1.8158468,2.3351464,alegria
0.4128404,0.1337129,0.2732767,0.2791275,0.1705325,0.9054314,0.1544055,0.026207,0.0223453,0.0038617,1.3991535,1.243195,1.3211743,0.1559585,0.8721791,0.8604939,0.8663365,0.0116852,1.3052611,1.2924081,0.5334446,0.6184804,0.4627831,1.0,0.8721791,0.504569,0.8801549,1.3040249,0.9337045,1.0452809,1.8243229,0.9604459,0.5000337,0.8604939,1.0127,1.0096342,1.4128734,1.1917222,1.0473694,1.7067153,0.5000027,0.973213,1.3641546,1.5294674,1.3643299,1.492927,1.7219472,0.8651014,1.4607004,1.3095424,1.2727266,1.8360351,1.4164727,0.9338954,0.8689867,0.6184804,1.9394711,1.7249045,0.9054314,0.5569005,1.3991535,1.793165,0.4517346,2.0265849,1.243195,1.8381646,1.5800988,2.1116328,alegria
0.4443147,0.2544066,0.3493606,0.1899081,0.1763908,1.0509751,0.1853823,-0.0027552,0.0959324,0.0986876,1.1440317,1.1017105,1.1228711,0.0423212,0.871716,0.8606962,0.8662061,0.0110198,1.1285231,1.4706785,0.588593,0.6752457,0.5171419,1.0,0.871716,0.5179229,0.8888181,1.3963231,0.9678892,1.0584398,1.8318865,1.0760137,0.5037049,0.8606962,0.8800963,0.9570059,1.4156944,1.0611247,1.0827939,1.8149057,0.4896376,0.7769433,1.3321853,1.528014,1.2385867,1.5715721,1.8834224,0.7649233,1.5055918,1.3408024,1.2289706,1.8857693,1.5869313,1.0225871,1.0295493,0.6752457,1.8174108,1.7962037,1.0509751,0.5820443,1.1440317,1.8409966,0.582538,1.9167176,1.1017105,1.6114032,1.5578047,2.1606742,alegria
0.4297049,0.2944903,0.3620976,0.1352146,0.0549796,0.6087539,0.033469,-0.0149711,-0.000195,0.0147761,1.6920992,1.5086314,1.6003653,0.1834678,1.026534,0.7971181,0.9118261,0.229416,1.2549277,1.5479085,0.6673407,0.7989884,0.5847962,1.0,1.026534,0.6055911,1.0187555,1.3164106,1.1843996,1.2120823,1.8514745,1.0879256,0.5488667,0.7971181,0.9622319,1.2235435,1.5439016,1.3197262,1.1102776,1.7815115,0.5159323,1.0756049,1.6558655,1.8698967,1.6594915,1.5331112,1.9470892,0.9737749,1.5861467,1.62665,1.5057358,1.8155605,1.6127991,0.959696,1.114859,0.7989884,1.957182,1.9905996,0.6087539,0.3514648,1.6920992,1.7919581,0.430522,2.1151957,1.5086314,1.9661595,1.779274,2.0929949,alegria
0.5148863,0.3194888,0.4171875,0.1953975,0.0167885,0.8544755,0.0143454,0.0246277,0.0273631,0.0027353,1.4496647,1.3163233,1.382994,0.1333414,0.9184453,0.8923602,0.9054028,0.0260852,1.4028739,1.3524923,0.5577352,0.6879554,0.4337749,1.0,0.9184453,0.6009765,0.9522454,1.3769043,0.9652629,1.1829817,2.0071495,1.0361255,0.5955509,0.8923602,0.9667604,0.968564,1.2972235,1.1478791,1.2377305,1.754954,0.465584,1.0637139,1.4786269,1.5761171,1.5073383,1.7254017,1.8250536,1.0019869,1.5925686,1.4302059,1.4807388,2.0444008,1.5638789,0.9515643,0.8851123,0.6879554,2.0739799,1.8509858,0.8544755,0.4989976,1.4496647,1.8848964,0.481905,2.031912,1.3163233,1.8867921,1.7323008,2.2529937,alegria
0.4638509,0.2951113,0.3794811,0.1687396,0.2470603,1.0633812,0.2627193,0.0182927,0.0089452,0.0093474,1.2969041,1.3575397,1.3272219,0.0606355,0.8318598,0.8375737,0.8347168,0.0057139,1.3848224,1.3265517,0.5950829,0.5459022,0.4921017,1.0,0.8318598,0.497213,0.9844446,1.4316342,0.9533918,1.0837299,1.8335887,1.0829294,0.4961651,0.8375737,0.9567131,0.9443856,1.3703506,1.0505449,1.0495746,1.8822229,0.4500862,0.8921324,1.3073957,1.4540627,1.199131,1.5038514,1.8518854,0.9103484,1.4981572,1.3009631,1.2177669,1.8130711,1.5399167,0.9538286,0.9382516,0.5459022,1.8923429,1.9504557,1.0633812,0.6066644,1.2969041,2.1089329,0.587655,2.0003501,1.3575397,1.7410772,1.8111301,2.3153377,alegria
0.4618997,0.3038182,0.3828589,0.1580816,0.1727856,1.1257888,0.1945201,0.0906415,0.0535232,0.0371183,1.1484759,1.1831563,1.1658161,0.0346805,0.8795369,0.8574195,0.8684782,0.0221175,1.4648695,1.3086547,0.5983019,0.6136715,0.4907382,1.0,0.8795369,0.5420811,0.9763521,1.3763232,0.8814663,1.0873079,1.8624266,1.1387118,0.5393786,0.8574195,0.9532989,0.8912181,1.3886831,1.0867744,1.0985733,1.9223529,0.4621541,0.9597818,1.342611,1.5310908,1.3269473,1.5945974,1.9526204,0.9539762,1.5070536,1.3315331,1.3114034,1.8881173,1.6378201,0.9806849,1.0137369,0.6136715,1.8878245,1.9640314,1.1257888,0.6287714,1.1484759,2.020084,0.6519974,1.9710677,1.1831563,1.6988952,1.7588749,2.3303969,alegria
0.4368322,0.2444946,0.3406634,0.1923376,0.0062361,0.8428275,0.0052559,-0.0459644,0.0144394,0.0604039,1.3593917,1.3508157,1.3551037,0.008576,0.8347505,0.8393541,0.8370523,0.0046036,1.2167009,1.4631736,0.4715567,0.547846,0.3698301,1.0,0.8347505,0.4905081,0.8812268,1.2213216,0.779364,0.9657355,1.8688406,1.0385131,0.4853692,0.8393541,0.8686579,0.8019341,1.2015946,0.9642094,1.0694265,1.8368069,0.4626787,0.746164,1.1058478,1.2465453,1.0796211,1.5140254,1.8002195,0.761668,1.2796675,1.0902456,1.090283,1.8406257,1.4789526,0.8032548,0.7959861,0.547846,1.8698155,1.8623032,0.8428275,0.4611128,1.3593917,1.9466182,0.4563729,1.9488652,1.3508157,1.7348481,1.7266882,2.3225241,alegria
0.5111518,0.2928487,0.4020002,0.2183031,0.4545718,0.6493607,0.295181,-0.0009464,-0.0162361,0.0152897,1.5795911,1.4899201,1.5347556,0.089671,0.8603143,0.8803707,0.8703425,0.0200564,1.3768377,1.3399622,0.5361573,0.6359513,0.5170965,1.0,0.8603143,0.52865,0.9431644,1.3547681,1.0973751,1.1430456,1.9140628,1.0417585,0.5337168,0.8803707,0.9757254,1.11625,1.383019,1.1766269,1.1213428,1.835322,0.4756289,0.9285253,1.463777,1.5693604,1.3671059,1.6017443,1.8293498,0.9088114,1.5579427,1.459795,1.3528471,1.9352153,1.5151175,0.9409098,0.9484744,0.6359513,1.9852805,1.8791273,0.6493607,0.4385022,1.5795911,1.9276975,0.4366201,2.0101495,1.4899201,1.8957525,1.7939136,2.345424,alegria
0.4431243,0.2873743,0.3652493,0.15575,0.108492,1.0212961,0.1108025,0.067026,0.0172974,0.0497286,1.3229217,1.2004575,1.2616896,0.1224643,0.9052386,0.8920227,0.8986307,0.0132159,1.4866761,1.1008848,0.5696422,0.7118015,0.5091731,1.0,0.9052386,0.5494041,0.9252105,1.427286,1.0367996,1.1792237,1.9944564,1.1256459,0.5234371,0.8920227,0.9134251,1.0299648,1.4629271,1.1816377,1.2098644,1.8982198,0.519992,0.8906712,1.4394002,1.6345262,1.4180704,1.6979835,1.9792061,0.8885607,1.610732,1.4602408,1.4189152,2.0558223,1.6547842,1.0110861,1.0275461,0.7118015,1.9581406,1.8617929,1.0212961,0.5680105,1.3229217,1.9289198,0.5870901,2.1039404,1.2004575,1.8222886,1.694184,2.4267119,alegria
0.4152105,0.2343327,0.3247716,0.1808778,0.1900117,1.0169198,0.1932266,0.0048017,0.0848477,0.080046,1.1476477,1.2347737,1.1912107,0.087126,0.8861834,0.8229069,0.8545452,0.0632765,1.0713365,1.5540951,0.5728102,0.6155162,0.4830033,1.0,0.8861834,0.50763,0.9674469,1.3814238,0.9480131,1.1188995,1.7169761,1.0692393,0.4787428,0.8229069,0.9012325,0.927014,1.3722757,1.0833626,0.9818134,1.8472032,0.4878848,0.8597388,1.2884848,1.4989753,1.268218,1.4317481,1.8888291,0.876267,1.4584217,1.3121252,1.2672926,1.7213668,1.5511518,0.9226859,0.9837818,0.6155162,1.7354902,1.8948387,1.0169198,0.5554676,1.1476477,1.9595402,0.5969046,1.8238998,1.2347737,1.5927832,1.7315825,2.1265379,alegria
0.419988,0.2238401,0.321914,0.1961479,0.0713728,0.9326054,0.0665626,0.0384856,0.0687031,0.0302175,1.2297836,1.2974794,1.2636315,0.0676957,0.8824814,0.8715586,0.87702,0.0109228,1.1194087,1.4954084,0.5259135,0.7113487,0.4907804,1.0,0.8824814,0.5484892,0.9607454,1.3887047,1.0236925,1.181809,1.8470326,1.2000429,0.5464083,0.8715586,0.9474308,1.0123485,1.4174898,1.173536,1.1188212,1.957648,0.4699868,0.8939496,1.4115249,1.5829961,1.3972358,1.6472257,2.0307366,0.9152294,1.5596068,1.4388405,1.4096518,1.9228918,1.72332,0.9800987,1.0177317,0.7113487,1.8754808,1.9798889,0.9326054,0.5153575,1.2297836,1.9713455,0.5608077,1.8853692,1.2974794,1.6784643,1.7867467,2.2761776,alegria
0.5305783,0.3390905,0.4348344,0.1914878,0.1989797,0.8995423,0.1789907,0.1008449,-0.0048741,0.1057189,1.3542072,1.304012,1.3291096,0.0501953,0.888742,0.9411841,0.9149631,0.0524421,1.3620789,0.9577326,0.5257057,0.6445356,0.4780251,1.0,0.888742,0.5805014,0.9438744,1.3753387,1.0343123,1.1214697,1.9235313,1.0977813,0.5900046,0.9411841,0.9533261,0.9801099,1.3908343,1.1267771,1.1677866,1.8343978,0.4966527,1.0112483,1.4689754,1.6327246,1.4321889,1.681037,1.8972315,1.0015312,1.6279438,1.5055467,1.4343199,2.0220526,1.6221084,0.9649437,0.9568268,0.6445356,1.9783337,1.8731582,0.8995423,0.5417695,1.3542072,1.8875051,0.4961123,2.0040998,1.304012,1.8075814,1.6888467,2.2493672,alegria
0.4123743,0.2166972,0.3145357,0.195677,0.1481445,1.0454692,0.1548805,-0.0102323,0.0109776,0.0212098,1.40114,1.4362431,1.4186915,0.0351031,0.9128799,0.8917102,0.902295,0.0211697,1.2566715,1.4253708,0.5361876,0.6875427,0.5249599,1.0,0.9128799,0.5823041,1.0182537,1.5008255,1.084341,1.2295837,1.9266658,1.1492831,0.5626556,0.8917102,0.9852386,1.0656916,1.466115,1.2098757,1.1492144,1.9219112,0.4864664,1.0044809,1.5154627,1.6777654,1.481449,1.6486358,1.9895556,1.0169329,1.6864436,1.5315604,1.4901079,1.9703448,1.6749458,1.0173331,1.0194293,0.6875427,1.9913876,2.0232868,1.0454692,0.6005815,1.40114,2.137139,0.5755569,2.1069505,1.4362431,1.8758777,1.8915269,2.3822227,alegria
0.4540082,0.3356224,0.3948153,0.1183857,0.1166272,0.9602497,0.1119912,-0.0115073,0.0261864,0.0376937,1.3240297,1.3182224,1.321126,0.0058072,0.8946218,0.8273767,0.8609993,0.0672451,1.2137215,1.4083924,0.4873021,0.6153257,0.4765266,1.0,0.8946218,0.5127424,0.9480896,1.3893853,0.9635395,1.0986929,1.7574764,1.0316608,0.4912214,0.8273767,0.9104027,0.9933934,1.3799484,1.1055247,0.9917933,1.8069673,0.4909919,0.9137377,1.3680175,1.5292653,1.3222467,1.4220272,1.8378855,0.89048,1.4959278,1.3285948,1.2824145,1.7342603,1.5002501,0.9041951,0.9250096,0.6153257,1.7883969,1.8617485,0.9602497,0.5263898,1.3240297,1.9651349,0.5211018,1.9389589,1.3182224,1.6960265,1.7111268,2.1531219,alegria
0.4846788,0.3331764,0.4089276,0.1515024,0.3392808,0.8639645,0.2931266,0.0082496,0.001878,0.0063716,1.3484605,1.4751802,1.4118204,0.1267197,0.876563,0.8203942,0.8484786,0.0561688,1.3293173,1.3706371,0.5411097,0.5675894,0.4993318,1.0,0.876563,0.5279939,0.9548653,1.4563105,1.0993151,1.1449327,1.7090948,0.9833685,0.4956283,0.8203942,0.9172993,1.0788128,1.4068172,1.1137491,0.9227287,1.8041136,0.4585005,0.9590891,1.4557748,1.5903047,1.3460981,1.3544708,1.7817298,0.9579249,1.5877829,1.4624118,1.3444775,1.6590034,1.4472733,0.8904002,0.8846503,0.5675894,1.708783,1.823816,0.8639645,0.4961413,1.3484605,2.0481575,0.4765348,1.8875134,1.4751802,1.6408224,1.7691236,2.1789211,alegria
0.4208936,0.2664263,0.34366,0.1544673,0.6247648,0.9065526,0.5663821,-0.013387,0.0481872,0.0615742,1.3741892,1.3701684,1.3721788,0.0040208,0.8867749,0.6901696,0.7884723,0.1966053,1.0574513,1.4513061,0.5244944,0.5424495,0.5764086,1.0,0.8867749,0.536122,0.9333485,1.2967607,1.0035589,1.0110185,1.7141549,1.1044425,0.3841748,0.6901696,0.9862158,1.0755245,1.5139316,1.1718921,0.9462611,1.9438834,0.4141579,0.8797547,1.2907412,1.5657682,1.2156937,1.3108187,1.9291041,0.8123706,1.3534355,1.3662714,1.1291794,1.5771641,1.6068558,0.9316994,1.030495,0.5424495,1.8090827,1.9413422,0.9065526,0.5770458,1.3741892,1.9895107,0.5883771,1.9965989,1.3701684,1.7737444,1.7802768,2.3048145,alegria
0.4932857,0.351614,0.4224498,0.1416717,0.2392091,0.808824,0.1934781,-0.0278614,0.0111548,0.0390162,1.3714252,1.3822124,1.3768188,0.0107872,0.8794966,0.8674262,0.8734614,0.0120704,1.2304201,1.4777086,0.4784745,0.5916889,0.4696774,1.0,0.8794966,0.5331986,0.913082,1.2901897,0.9658907,1.0531341,1.7433672,1.072312,0.5225241,0.8674262,0.9201655,0.9720529,1.3530822,1.0882823,0.9813011,1.861011,0.4853479,0.8632816,1.3288353,1.4984109,1.2670933,1.4487379,1.8818545,0.8840408,1.4682863,1.3609854,1.2722988,1.7522037,1.545178,0.8876012,0.9187802,0.5916889,1.8137471,1.8871309,0.808824,0.4759296,1.3714252,1.9221052,0.4844852,1.9097788,1.3822124,1.72516,1.7493516,2.1953717,alegria
0.509573,0.3746914,0.4421322,0.1348817,0.0808045,0.9858103,0.0796579,0.0628625,0.0072249,0.0556376,1.3669733,1.3019519,1.3344626,0.0650215,0.9122608,0.8919624,0.9021116,0.0202983,1.5090694,1.120541,0.5581721,0.7196828,0.5203654,1.0,0.9122608,0.5722545,0.9198107,1.4368507,1.0424886,1.1587393,1.9448191,1.1010086,0.5581102,0.8919624,0.9491375,1.0599468,1.4547134,1.1909465,1.1859437,1.837209,0.4953892,0.9709189,1.5177615,1.6712564,1.4766721,1.6848283,1.9196859,0.9255246,1.6507046,1.4963642,1.4443477,2.0100858,1.625523,1.0398985,1.0058605,0.7196828,1.9870629,1.8743424,0.9858103,0.5731473,1.3669733,1.938298,0.531376,2.069036,1.3019519,1.8330603,1.7108027,2.2697553,alegria
0.4591735,0.2985802,0.3788768,0.1605933,0.0498033,0.8985925,0.0447529,0.0076442,-0.0048994,0.0125435,1.3922993,1.3660914,1.3791954,0.0262079,0.9025063,0.8649433,0.8837248,0.037563,1.3354786,1.3366078,0.501592,0.6095106,0.4207826,1.0,0.9025063,0.5301191,0.9240227,1.3049769,0.927583,1.0698764,1.763221,1.0804303,0.5175794,0.8649433,0.9240895,0.9603065,1.369678,1.1087027,1.0177445,1.8580244,0.506934,0.9100119,1.3271481,1.5144441,1.3226237,1.4720561,1.8977648,0.8996992,1.4585075,1.3224818,1.2959975,1.7823474,1.5499346,0.8410532,0.8914025,0.6095106,1.8372786,1.9002313,0.8985925,0.4689356,1.3922993,1.966254,0.5014377,1.9628171,1.3660914,1.7383877,1.7507878,2.1790451,alegria
0.4544524,0.3294424,0.3919474,0.1250099,0.2146079,0.9165103,0.1966904,-0.0130105,0.0717936,0.0848041,1.2473097,1.275496,1.2614028,0.0281863,0.9178894,0.8286239,0.8732567,0.0892655,0.8650491,1.463337,0.5443974,0.6699092,0.4907576,1.0,0.9178894,0.5402533,0.9128039,1.3352132,0.9579977,1.0424275,1.7540618,1.1209166,0.5080239,0.8286239,0.8927999,1.0179584,1.4138596,1.0917542,1.0393779,1.8920855,0.4936702,0.8378543,1.3643825,1.5625521,1.2969535,1.5304946,1.9727306,0.8679618,1.4933448,1.3809662,1.2827638,1.7853675,1.6157336,0.9063245,1.001777,0.6699092,1.7575171,1.9111099,0.9165103,0.4607128,1.2473097,1.9375472,0.5277121,1.8418596,1.275496,1.5667534,1.6742406,2.1636422,alegria
0.4788579,0.347452,0.413155,0.131406,0.1508052,0.9783422,0.1475391,-0.0425711,0.107575,0.150146,1.200011,1.2139973,1.2070042,0.0139863,0.9360697,0.8670247,0.9015472,0.069045,0.9124009,1.336,0.563421,0.6028423,0.4677316,1.0,0.9360697,0.5875936,0.9410111,1.3085666,0.9096384,1.0611349,1.7297089,1.1645302,0.5537893,0.8670247,0.926592,0.9604389,1.4113072,1.1273902,0.9971685,1.9680936,0.4880757,0.9865687,1.4115906,1.6121577,1.398794,1.4945105,2.0409842,0.9775098,1.5291434,1.411002,1.3603741,1.7757412,1.6976171,0.9011809,0.9862704,0.6028423,1.7617534,1.9457561,0.9783422,0.5473999,1.200011,1.9511042,0.5829217,1.8752476,1.2139973,1.6519721,1.7303761,2.2575348,alegria
0.4572826,0.3378558,0.3975692,0.1194269,0.2850995,1.0727055,0.3058278,0.0415778,0.0927995,0.0512217,1.3675708,1.3633722,1.3654715,0.0041986,0.9090135,0.879215,0.8941142,0.0297985,1.2519427,1.5245948,0.5613553,0.7155328,0.537552,1.0,0.9090135,0.5663105,0.9873745,1.4839041,1.0661786,1.2019709,1.8431539,1.1871393,0.5636233,0.879215,0.9422377,1.0733764,1.4938227,1.1881383,1.1057529,1.9518308,0.4806386,0.9810854,1.5307248,1.704823,1.4827233,1.6036731,2.0193664,0.9856065,1.6721738,1.5261296,1.4713085,1.8921771,1.6991539,1.0058378,1.0759882,0.7155328,1.9070842,2.0259944,1.0727055,0.558996,1.3675708,2.1149724,0.6211007,2.0399483,1.3633722,1.7762668,1.8542248,2.2879151,alegria
0.428608,0.1932349,0.3109214,0.2353732,0.015956,0.9471762,0.0151132,0.145031,-0.1250056,0.2700367,1.2555023,1.2982948,1.2768985,0.0427925,0.8503772,0.8556771,0.8530271,0.0053,1.0805441,0.520098,0.5379856,0.6772719,0.4666213,1.0,0.8503772,0.4952009,0.9397643,1.3936753,0.9880446,1.1311398,1.8027095,1.0953486,0.5041366,0.8556771,0.8974926,0.9727507,1.3690342,1.1012885,1.0563336,1.8575283,0.4781394,0.8149321,1.322715,1.4760636,1.2806348,1.5374359,1.8847642,0.8281603,1.484026,1.3136999,1.2833236,1.8395868,1.5735775,0.9380114,0.9562675,0.6772719,1.8143761,1.8893957,0.9471762,0.5075845,1.2555023,1.9580456,0.5215591,1.8924396,1.2982948,1.6483733,1.7134366,2.1925549,alegria
